wiki_id,total_M_2,total_F_2,c_o_M_2,c_o_F_2,pure_M_2,pure_F_2,total_M_3,total_F_3,c_o_M_3,c_o_F_3,pure_M_3,pure_F_3,total_M_4,total_F_4,c_o_M_4,c_o_F_4,pure_M_4,pure_F_4,total_M_5,total_F_5,c_o_M_5,c_o_F_5,pure_M_5,pure_F_5,total_M_6,total_F_6,c_o_M_6,c_o_F_6,pure_M_6,pure_F_6,total_M_7,total_F_7,c_o_M_7,c_o_F_7,pure_M_7,pure_F_7,total_M_8,total_F_8,c_o_M_8,c_o_F_8,pure_M_8,pure_F_8,total_M_9,total_F_9,c_o_M_9,c_o_F_9,pure_M_9,pure_F_9,total_M_10,total_F_10,c_o_M_10,c_o_F_10,pure_M_10,pure_F_10,total_M_sent,total_F_sent,c_o_M_sent,c_o_F_sent,pure_M_sent,pure_F_sent
2154180,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
318810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4892253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26163439,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
3027912,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,2,2,2,1,4,3,3,3,1,0
26968111,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2,6,2,0,0,6,2
565318,24,9,8,5,16,4,24,9,10,6,14,3,24,9,10,6,14,3,24,9,11,6,13,3,24,9,12,6,12,3,24,9,12,6,12,3,24,9,12,6,12,3,24,9,12,6,12,3,24,9,12,6,12,3,24,9,12,9,12,0
14526402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492540,24,4,2,2,22,2,24,4,2,2,22,2,24,4,2,2,22,2,24,4,3,2,21,2,24,4,3,2,21,2,24,4,4,3,20,1,24,4,4,3,20,1,24,4,4,3,20,1,24,4,4,3,20,1,24,4,6,3,18,1
966552,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,2,1,8,2
719062,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1
209549,5,11,0,0,5,11,5,11,0,0,5,11,5,11,0,0,5,11,5,11,1,1,4,10,5,11,1,1,4,10,5,11,1,1,4,10,5,11,1,1,4,10,5,11,1,1,4,10,5,11,1,1,4,10,5,11,1,1,4,10
5561003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345825,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0
6248136,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0
6102449,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
24021186,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
2853229,31,17,1,1,30,16,31,17,4,4,27,13,31,17,5,5,26,12,31,17,5,5,26,12,31,17,6,6,25,11,31,17,7,6,24,11,31,17,7,6,24,11,31,17,7,6,24,11,31,17,7,6,24,11,31,17,7,6,24,11
2337131,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,1,1,5,2,6,3,2,1,4,2
25366718,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13
8094043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8523165,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0
19555878,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1
32612875,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,0,0,4,2,4,2,1,1,3,1
630721,18,11,3,3,15,8,18,11,3,3,15,8,18,11,3,3,15,8,18,11,3,3,15,8,18,11,4,4,14,7,18,11,4,4,14,7,18,11,5,5,13,6,18,11,5,5,13,6,18,11,5,5,13,6,18,11,6,6,12,5
2481282,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,2,2,8,1,10,3,2,2,8,1,10,3,2,2,8,1,10,3,2,2,8,1,10,3,2,2,8,1,10,3,2,2,8,1,10,3,3,2,7,1
8388648,19,12,3,3,16,9,19,12,4,4,15,8,19,12,4,4,15,8,19,12,5,5,14,7,19,12,5,5,14,7,19,12,5,5,14,7,19,12,5,5,14,7,19,12,5,5,14,7,19,12,5,5,14,7,19,12,6,6,13,6
2489108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4593958,67,13,2,2,65,11,67,13,3,2,64,11,67,13,5,4,62,9,67,13,5,4,62,9,67,13,6,6,61,7,67,13,6,6,61,7,67,13,6,6,61,7,67,13,6,6,61,7,67,13,6,6,61,7,67,13,12,9,55,4
1726126,45,6,2,2,43,4,45,6,3,3,42,3,45,6,3,3,42,3,45,6,6,5,39,1,45,6,7,5,38,1,45,6,7,5,38,1,45,6,8,5,37,1,45,6,10,5,35,1,45,6,11,5,34,1,45,6,11,5,34,1
6781858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23302133,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,0,0,5,2,5,2,1,1,4,1
19460334,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,2,2,13,4,15,6,2,2,13,4,15,6,3,2,12,4
600008,5,20,0,0,5,20,5,20,0,0,5,20,5,20,0,0,5,20,5,20,0,0,5,20,5,20,1,1,4,19,5,20,1,1,4,19,5,20,1,1,4,19,5,20,1,1,4,19,5,20,3,3,2,17,5,20,3,4,2,16
666923,50,21,11,10,39,11,50,21,13,12,37,9,50,21,14,14,36,7,50,21,14,14,36,7,50,21,14,14,36,7,50,21,16,15,34,6,50,21,16,15,34,6,50,21,16,16,34,5,50,21,16,16,34,5,50,21,20,21,30,0
6457520,15,6,0,0,15,6,15,6,0,0,15,6,15,6,0,0,15,6,15,6,0,0,15,6,15,6,0,0,15,6,15,6,0,0,15,6,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5,15,6,1,1,14,5
20806295,55,6,5,4,50,2,55,6,7,5,48,1,55,6,7,5,48,1,55,6,7,5,48,1,55,6,7,5,48,1,55,6,8,5,47,1,55,6,8,5,47,1,55,6,8,5,47,1,55,6,9,5,46,1,55,6,14,6,41,0
14147899,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16
22536936,20,5,1,1,19,4,20,5,2,2,18,3,20,5,2,2,18,3,20,5,2,2,18,3,20,5,2,2,18,3,20,5,2,2,18,3,20,5,4,4,16,1,20,5,5,5,15,0,20,5,6,5,14,0,20,5,8,5,12,0
3598911,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0,17,0,0,0,17,0
24003057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243901,26,16,1,1,25,15,26,16,2,2,24,14,26,16,4,4,22,12,26,16,4,4,22,12,26,16,6,6,20,10,26,16,7,6,19,10,26,16,7,6,19,10,26,16,9,7,17,9,26,16,10,8,16,8,26,16,13,10,13,6
19620290,29,10,1,2,28,8,29,10,3,4,26,6,29,10,3,4,26,6,29,10,4,5,25,5,29,10,5,5,24,5,29,10,5,5,24,5,29,10,7,6,22,4,29,10,7,6,22,4,29,10,7,6,22,4,29,10,9,7,20,3
16219687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5209312,11,7,3,3,8,4,11,7,3,3,8,4,11,7,3,3,8,4,11,7,3,3,8,4,11,7,5,4,6,3,11,7,5,4,6,3,11,7,6,5,5,2,11,7,6,5,5,2,11,7,8,5,3,2,11,7,10,7,1,0
12572118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31744411,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0
1483207,18,1,0,0,18,1,18,1,0,0,18,1,18,1,0,0,18,1,18,1,0,0,18,1,18,1,0,0,18,1,18,1,0,0,18,1,18,1,0,0,18,1,18,1,1,1,17,0,18,1,1,1,17,0,18,1,1,1,17,0
265143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443103,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0
31701975,32,19,4,4,28,15,32,19,5,5,27,14,32,19,7,6,25,13,32,19,9,7,23,12,32,19,12,9,20,10,32,19,12,9,20,10,32,19,12,9,20,10,32,19,14,11,18,8,32,19,16,12,16,7,32,19,21,15,11,4
11179699,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
7404698,44,2,1,1,43,1,44,2,1,1,43,1,44,2,1,1,43,1,44,2,2,1,42,1,44,2,2,1,42,1,44,2,2,1,42,1,44,2,3,2,41,0,44,2,3,2,41,0,44,2,3,2,41,0,44,2,3,2,41,0
2003300,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0
2687106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26147498,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
20642521,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0,3,1,1,1,2,0
18051343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150879,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1
4199566,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0
27954029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447194,17,9,2,2,15,7,17,9,2,2,15,7,17,9,2,2,15,7,17,9,2,2,15,7,17,9,2,2,15,7,17,9,4,4,13,5,17,9,5,5,12,4,17,9,6,6,11,3,17,9,7,7,10,2,17,9,8,8,9,1
12082059,14,6,1,1,13,5,14,6,1,1,13,5,14,6,1,1,13,5,14,6,2,2,12,4,14,6,2,2,12,4,14,6,2,2,12,4,14,6,3,3,11,3,14,6,4,4,10,2,14,6,4,4,10,2,14,6,5,5,9,1
8615612,17,14,2,2,15,12,17,14,2,2,15,12,17,14,3,3,14,11,17,14,4,4,13,10,17,14,4,4,13,10,17,14,4,4,13,10,17,14,5,5,12,9,17,14,6,6,11,8,17,14,6,6,11,8,17,14,11,10,6,4
2969963,53,13,3,3,50,10,53,13,3,3,50,10,53,13,4,4,49,9,53,13,6,5,47,8,53,13,8,7,45,6,53,13,9,7,44,6,53,13,10,8,43,5,53,13,10,8,43,5,53,13,10,8,43,5,53,13,16,13,37,0
190393,20,21,3,3,17,18,20,21,3,3,17,18,20,21,4,4,16,17,20,21,6,5,14,16,20,21,8,8,12,13,20,21,9,9,11,12,20,21,9,9,11,12,20,21,10,10,10,11,20,21,10,10,10,11,20,21,13,14,7,7
13578694,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0
3320022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8623910,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0
27872044,82,57,8,8,74,49,82,57,12,13,70,44,82,57,19,18,63,39,82,57,21,21,61,36,82,57,26,25,56,32,82,57,27,26,55,31,82,57,30,28,52,29,82,57,32,29,50,28,82,57,35,34,47,23,82,57,51,46,31,11
19149206,3,10,2,2,1,8,3,10,2,2,1,8,3,10,3,3,0,7,3,10,3,3,0,7,3,10,3,3,0,7,3,10,3,3,0,7,3,10,3,3,0,7,3,10,3,4,0,6,3,10,3,4,0,6,3,10,3,5,0,5
3992363,33,1,0,0,33,1,33,1,0,0,33,1,33,1,0,0,33,1,33,1,1,1,32,0,33,1,1,1,32,0,33,1,1,1,32,0,33,1,1,1,32,0,33,1,1,1,32,0,33,1,1,1,32,0,33,1,1,1,32,0
9823573,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1469695,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73,0,73,0,0,0,73
14657242,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,3,1,0,0
4084608,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5
526822,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
6244430,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0
6371775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24526226,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18,2,18,0,0,2,18
8265606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073844,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
21250249,13,5,1,1,12,4,13,5,1,1,12,4,13,5,3,3,10,2,13,5,3,3,10,2,13,5,3,3,10,2,13,5,3,3,10,2,13,5,3,3,10,2,13,5,3,3,10,2,13,5,3,3,10,2,13,5,4,3,9,2
8557673,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8472095,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
21589402,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0,22,0,0,0,22,0
6859404,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0
474750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18762081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35193550,3,2,0,0,3,2,3,2,0,0,3,2,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1
20904667,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0
24158848,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
33666731,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
21851051,46,3,0,0,46,3,46,3,0,0,46,3,46,3,1,1,45,2,46,3,2,2,44,1,46,3,2,2,44,1,46,3,3,3,43,0,46,3,3,3,43,0,46,3,3,3,43,0,46,3,3,3,43,0,46,3,4,3,42,0
19878320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563060,10,3,1,1,9,2,10,3,1,1,9,2,10,3,1,1,9,2,10,3,2,2,8,1,10,3,3,3,7,0,10,3,3,3,7,0,10,3,3,3,7,0,10,3,3,3,7,0,10,3,3,3,7,0,10,3,3,3,7,0
25230514,28,22,9,9,19,13,28,22,10,10,18,12,28,22,10,10,18,12,28,22,11,13,17,9,28,22,11,13,17,9,28,22,11,14,17,8,28,22,12,14,16,8,28,22,13,15,15,7,28,22,14,16,14,6,28,22,15,17,13,5
20985883,15,17,6,4,9,13,15,17,7,7,8,10,15,17,9,9,6,8,15,17,9,10,6,7,15,17,11,12,4,5,15,17,11,12,4,5,15,17,11,12,4,5,15,17,11,12,4,5,15,17,11,13,4,4,15,17,11,13,4,4
1113278,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0
16596475,36,4,2,2,34,2,36,4,2,2,34,2,36,4,2,2,34,2,36,4,4,4,32,0,36,4,5,4,31,0,36,4,5,4,31,0,36,4,5,4,31,0,36,4,6,4,30,0,36,4,7,4,29,0,36,4,9,4,27,0
2473644,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
2853320,18,36,3,3,15,33,18,36,4,3,14,33,18,36,4,3,14,33,18,36,4,3,14,33,18,36,4,3,14,33,18,36,4,3,14,33,18,36,6,6,12,30,18,36,6,6,12,30,18,36,6,6,12,30,18,36,8,10,10,26
602644,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0
9142893,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10
11077335,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,0,0,19,0
