wiki_id,total_M_2,total_F_2,c_o_M_2,c_o_F_2,pure_M_2,pure_F_2,total_M_3,total_F_3,c_o_M_3,c_o_F_3,pure_M_3,pure_F_3,total_M_4,total_F_4,c_o_M_4,c_o_F_4,pure_M_4,pure_F_4,total_M_5,total_F_5,c_o_M_5,c_o_F_5,pure_M_5,pure_F_5,total_M_6,total_F_6,c_o_M_6,c_o_F_6,pure_M_6,pure_F_6,total_M_7,total_F_7,c_o_M_7,c_o_F_7,pure_M_7,pure_F_7,total_M_8,total_F_8,c_o_M_8,c_o_F_8,pure_M_8,pure_F_8,total_M_9,total_F_9,c_o_M_9,c_o_F_9,pure_M_9,pure_F_9,total_M_10,total_F_10,c_o_M_10,c_o_F_10,pure_M_10,pure_F_10,total_M_sent,total_F_sent,c_o_M_sent,c_o_F_sent,pure_M_sent,pure_F_sent
29002631,7,8,5,5,2,3,7,8,5,5,2,3,7,8,5,5,2,3,7,8,5,5,2,3,7,8,5,5,2,3,7,8,6,6,1,2,7,8,6,6,1,2,7,8,6,6,1,2,7,8,6,6,1,2,7,8,7,7,0,1
939203,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0,35,0,0,0,35,0
570491,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,11,0
2216810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9338127,14,4,2,2,12,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,3,2,11,2,14,4,4,3,10,1
15682219,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12
3600824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24589422,23,22,3,3,20,19,23,22,3,3,20,19,23,22,4,4,19,18,23,22,6,6,17,16,23,22,8,8,15,14,23,22,9,9,14,13,23,22,9,9,14,13,23,22,9,9,14,13,23,22,9,9,14,13,23,22,11,11,12,11
2103388,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
14029190,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
32544504,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,1,1,10,38,11,39,4,4,7,35
2555248,14,5,1,1,13,4,14,5,1,1,13,4,14,5,1,1,13,4,14,5,2,2,12,3,14,5,2,2,12,3,14,5,2,2,12,3,14,5,2,2,12,3,14,5,4,4,10,1,14,5,4,4,10,1,14,5,5,4,9,1
12938853,22,4,1,1,21,3,22,4,2,2,20,2,22,4,3,3,19,1,22,4,3,3,19,1,22,4,3,3,19,1,22,4,3,3,19,1,22,4,3,3,19,1,22,4,3,3,19,1,22,4,3,3,19,1,22,4,7,4,15,0
32112949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148869,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6
3921141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013123,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
1859733,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0
3932594,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0,43,0,0,0,43,0
17736304,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
7229887,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0
60157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924857,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,0,0,1,12,1,12,1,1,0,11
338962,32,10,0,0,32,10,32,10,0,0,32,10,32,10,0,0,32,10,32,10,1,1,31,9,32,10,3,3,29,7,32,10,3,3,29,7,32,10,4,4,28,6,32,10,6,6,26,4,32,10,8,6,24,4,32,10,11,7,21,3
3301903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312481,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0,23,0,0,0,23,0
15114837,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3,4,4,1,1,3,3
77609,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0,16,0,0,0,16,0
3359825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14899853,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10
13295684,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
1277918,42,5,1,1,41,4,42,5,1,1,41,4,42,5,1,1,41,4,42,5,1,1,41,4,42,5,1,1,41,4,42,5,2,2,40,3,42,5,3,3,39,2,42,5,4,3,38,2,42,5,4,3,38,2,42,5,7,5,35,0
35296215,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
32476076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403535,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0,42,0,0,0,42,0
5788437,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,6,0
5608911,4,4,0,0,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,4,1,1,3,3,4,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,2,2,4,4,3,3,1,1
2218967,4,3,1,1,3,2,4,3,1,1,3,2,4,3,1,1,3,2,4,3,1,1,3,2,4,3,1,1,3,2,4,3,1,1,3,2,4,3,1,1,3,2,4,3,2,1,2,2,4,3,2,1,2,2,4,3,2,1,2,2
8538374,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,1,0,18,1,19,1,2,0,17,1,19,1,2,0,17
8931001,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0
29854616,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
171562,85,1,1,1,84,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,2,1,83,0,85,1,3,1,82,0,85,1,4,1,81,0
67423,24,5,2,2,22,3,24,5,2,2,22,3,24,5,5,5,19,0,24,5,6,5,18,0,24,5,7,5,17,0,24,5,7,5,17,0,24,5,7,5,17,0,24,5,7,5,17,0,24,5,8,5,16,0,24,5,10,5,14,0
4918808,18,33,2,2,16,31,18,33,5,5,13,28,18,33,6,6,12,27,18,33,7,8,11,25,18,33,8,9,10,24,18,33,10,11,8,22,18,33,12,13,6,20,18,33,13,16,5,17,18,33,13,18,5,15,18,33,13,22,5,11
2093556,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0,37,0,0,0,37,0
21978354,23,37,4,4,19,33,23,37,5,8,18,29,23,37,5,10,18,27,23,37,6,11,17,26,23,37,7,13,16,24,23,37,7,13,16,24,23,37,7,13,16,24,23,37,8,13,15,24,23,37,8,13,15,24,23,37,11,20,12,17
2592742,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
16166356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14873897,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15
29437721,2,2,0,0,2,2,2,2,0,0,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1
18586673,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13
2010889,28,41,6,6,22,35,28,41,8,9,20,32,28,41,9,10,19,31,28,41,11,12,17,29,28,41,13,14,15,27,28,41,15,18,13,23,28,41,16,19,12,22,28,41,19,23,9,18,28,41,19,23,9,18,28,41,25,30,3,11
12912926,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,1,1,0,2
27858885,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
21760793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352794,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0,9,0,0,0,9,0
1745413,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0,38,0,0,0,38,0
2951463,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0
19238278,18,35,2,2,16,33,18,35,2,2,16,33,18,35,3,3,15,32,18,35,6,7,12,28,18,35,8,9,10,26,18,35,9,10,9,25,18,35,11,11,7,24,18,35,12,12,6,23,18,35,12,12,6,23,18,35,13,14,5,21
24665356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30640107,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4,2,5,1,1,1,4
30541820,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
19858909,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25
4527276,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
25212812,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,1,1,4,4,5,5,1,1,4,4,5,5,1,1,4,4,5,5,1,1,4,4,5,5,1,1,4,4,5,5,1,1,4,4,5,5,2,2,3,3
1219909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15767303,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3,1,3,0,0,1,3
32269344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322291,1,5,0,0,1,5,1,5,1,1,0,4,1,5,1,1,0,4,1,5,1,1,0,4,1,5,1,1,0,4,1,5,1,1,0,4,1,5,1,1,0,4,1,5,1,2,0,3,1,5,1,2,0,3,1,5,1,2,0,3
27900541,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
7869288,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4
14160641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213251,25,20,1,1,24,19,25,20,2,2,23,18,25,20,3,3,22,17,25,20,3,3,22,17,25,20,3,3,22,17,25,20,5,5,20,15,25,20,6,6,19,14,25,20,8,8,17,12,25,20,9,9,16,11,25,20,13,12,12,8
11335015,14,13,2,2,12,11,14,13,4,4,10,9,14,13,4,4,10,9,14,13,4,4,10,9,14,13,5,5,9,8,14,13,6,6,8,7,14,13,6,6,8,7,14,13,6,6,8,7,14,13,6,6,8,7,14,13,7,8,7,5
1354688,21,16,5,2,16,14,21,16,7,3,14,13,21,16,7,3,14,13,21,16,7,3,14,13,21,16,9,5,12,11,21,16,9,5,12,11,21,16,9,5,12,11,21,16,9,5,12,11,21,16,9,5,12,11,21,16,11,6,10,10
27123043,10,34,2,2,8,32,10,34,3,3,7,31,10,34,3,3,7,31,10,34,3,3,7,31,10,34,3,3,7,31,10,34,4,4,6,30,10,34,4,4,6,30,10,34,5,5,5,29,10,34,5,5,5,29,10,34,8,9,2,25
26166944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15791592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242749,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
12147070,23,10,5,5,18,5,23,10,5,5,18,5,23,10,5,5,18,5,23,10,5,5,18,5,23,10,5,5,18,5,23,10,6,6,17,4,23,10,7,7,16,3,23,10,8,8,15,2,23,10,9,8,14,2,23,10,13,9,10,1
12743934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689490,22,2,0,0,22,2,22,2,0,0,22,2,22,2,0,0,22,2,22,2,1,1,21,1,22,2,2,2,20,0,22,2,2,2,20,0,22,2,3,2,19,0,22,2,3,2,19,0,22,2,3,2,19,0,22,2,3,2,19,0
2736876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14746837,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
17377861,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7
709510,71,13,8,7,63,6,71,13,9,8,62,5,71,13,9,8,62,5,71,13,12,10,59,3,71,13,15,11,56,2,71,13,16,12,55,1,71,13,16,12,55,1,71,13,16,12,55,1,71,13,18,13,53,0,71,13,20,13,51,0
36200448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4299486,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
26230441,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,14
1779669,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20,0,20,0,0,0,20
7936237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28094170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27070087,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1352821,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1,12,1,0,0,12,1
21321097,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1,5,2,1,1,4,1
24460727,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
10781602,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4
5028212,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
9179200,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
18658944,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0
31508731,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
261107,62,21,4,4,58,17,62,21,6,5,56,16,62,21,9,7,53,14,62,21,12,11,50,10,62,21,14,13,48,8,62,21,16,14,46,7,62,21,16,15,46,6,62,21,18,16,44,5,62,21,21,17,41,4,62,21,33,20,29,1
382510,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
11695691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262465,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,25,0
15883386,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1,3,1,0,0,3,1
23958867,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
